name,price,condition,brand,model,memory,powerPerformance,category,performance_score
ZOTAC NVIDIA GeForce RTX 2060 6 GB,150,Pre-Owned,ZOTAC,GeForce RTX 2060,6,87.2,Desktop,10736.5
ASUS NVIDIA GeForce RTX 3080 10 GB,439.99,Pre-Owned,ASUS,GeForce RTX 3080,10,77.66,Desktop,17441.5
ASUS NVIDIA GeForce GTX 1060 6 GB,60,Pre-Owned,ASUS,GeForce GTX 1060,6,83.92,Desktop,8845
GIGABYTE NVIDIA GeForce GTX 1070 8 GB,80,Pre-Owned,GIGABYTE,GeForce GTX 1070,8,89.88,Desktop,11026
ASUS NVIDIA GeForce RTX 2070 8 GB,175,Pre-Owned,ASUS,GeForce RTX 2070,8,91.88,Desktop,12204.5
GIGABYTE AMD Radeon RX 6900 XT 16 GB,560,Pre-Owned,GIGABYTE,Radeon RX 6900 XT,16,84.86,Desktop,18239
EVGA NVIDIA GeForce RTX 3070 Ti 8 GB,439,Pre-Owned,EVGA,GeForce RTX 3070 Ti,8,80.58,Desktop,16698.5
MSI NVIDIA GeForce RTX 3070 8 GB,629.71,Brand New,MSI,GeForce RTX 3070,8,100.42,Desktop,15891.5
ZOTAC NVIDIA GeForce RTX 3060 12 GB,200,Pre-Owned,ZOTAC,GeForce RTX 3060,12,99.76,Desktop,13234
GIGABYTE NVIDIA GeForce RTX 3060 12 GB,192.5,Pre-Owned,GIGABYTE,GeForce RTX 3060,12,99.76,Desktop,13234
MSI NVIDIA GeForce RTX 2060 6 GB,115.5,Pre-Owned,MSI,GeForce RTX 2060,6,87.2,Desktop,10736.5
EVGA NVIDIA GeForce GTX 1070 Ti 8 GB,121.5,Pre-Owned,EVGA,GeForce GTX 1070 Ti,8,80.56,Desktop,11635
ASUS NVIDIA GeForce RTX 3060 12 GB,247.5,Pre-Owned,ASUS,GeForce RTX 3060,12,99.76,Desktop,13234
XFX AMD Radeon RX 5700 XT 8 GB,101,Pre-Owned,XFX,Radeon RX 5700 XT,8,75.08,Desktop,13221
NVIDIA NVIDIA GeForce GTX 1070 8 GB,91,Pre-Owned,NVIDIA,GeForce GTX 1070,8,89.88,Desktop,11026
GIGABYTE NVIDIA GeForce RTX 3060 12 GB,192.5,Pre-Owned,GIGABYTE,GeForce RTX 3060,12,99.76,Desktop,13234
MSI NVIDIA GeForce RTX 2060 6 GB,115.5,Pre-Owned,MSI,GeForce RTX 2060,6,87.2,Desktop,10736.5
EVGA NVIDIA GeForce GTX 1070 Ti 8 GB,121.5,Pre-Owned,EVGA,GeForce GTX 1070 Ti,8,80.56,Desktop,11635
ASUS NVIDIA GeForce RTX 3060 12 GB,247.5,Pre-Owned,ASUS,GeForce RTX 3060,12,99.76,Desktop,13234
XFX AMD Radeon RX 5700 XT 8 GB,101,Pre-Owned,XFX,Radeon RX 5700 XT,8,75.08,Desktop,13221
NVIDIA NVIDIA GeForce GTX 1070 8 GB,91,Pre-Owned,NVIDIA,GeForce GTX 1070,8,89.88,Desktop,11026
EVGA NVIDIA GeForce GTX 1060 6 GB,51,Open Box,EVGA,GeForce GTX 1060,6,83.92,Desktop,8845
XFX AMD Radeon RX 5700 XT 8 GB,100.01,Pre-Owned,XFX,Radeon RX 5700 XT,8,75.08,Desktop,13221
XFX AMD Radeon RX 5700 XT 8 GB,105,Pre-Owned,XFX,Radeon RX 5700 XT,8,75.08,Desktop,13221
XFX AMD Radeon RX 5700 XT 8 GB,107.5,Pre-Owned,XFX,Radeon RX 5700 XT,8,75.08,Desktop,13221
ASUS NVIDIA GeForce RTX 3060 Ti 8 GB,298.98,Pre-Owned,ASUS,GeForce RTX 3060 Ti,8,101.03,Desktop,14908
ZOTAC NVIDIA GeForce GTX 1070 8 GB,135,Pre-Owned,ZOTAC,GeForce GTX 1070,8,89.88,Desktop,11026
EVGA NVIDIA GeForce RTX 3070 8 GB,277.55,Pre-Owned,EVGA,GeForce RTX 3070,8,100.42,Desktop,15891.5
EVGA NVIDIA GeForce RTX 3060 12 GB,212.5,Pre-Owned,EVGA,GeForce RTX 3060,12,99.76,Desktop,13234
EVGA NVIDIA GeForce RTX 2060 6 GB,116.5,Pre-Owned,EVGA,GeForce RTX 2060,6,87.2,Desktop,10736.5
NVIDIA NVIDIA GeForce GTX 1070 8 GB,102.5,Pre-Owned,NVIDIA,GeForce GTX 1070,8,89.88,Desktop,11026
GIGABYTE NVIDIA GeForce RTX 3060 Ti 8 GB,260,Pre-Owned,GIGABYTE,GeForce RTX 3060 Ti,8,101.03,Desktop,14908
EVGA NVIDIA GeForce RTX 2070 8 GB,155.5,Pre-Owned,EVGA,GeForce RTX 2070,8,91.88,Desktop,12204.5
ZOTAC NVIDIA GeForce RTX 3080 10 GB,749.71,Brand New,ZOTAC,GeForce RTX 3080,10,77.66,Desktop,17441.5
EVGA NVIDIA GeForce RTX 3070 Ti 8 GB,305,Pre-Owned,EVGA,GeForce RTX 3070 Ti,8,80.58,Desktop,16698.5
ASUS NVIDIA GeForce RTX 3060 12 GB,215.5,Pre-Owned,ASUS,GeForce RTX 3060,12,99.76,Desktop,13234
EVGA NVIDIA GeForce GTX 1070 8 GB,74,Pre-Owned,EVGA,GeForce GTX 1070,8,89.88,Desktop,11026
ZOTAC NVIDIA GeForce RTX 3070 Ti 8 GB,305,Pre-Owned,ZOTAC,GeForce RTX 3070 Ti,8,80.58,Desktop,16698.5
ZOTAC NVIDIA GeForce RTX 3080 10 GB,385,Pre-Owned,ZOTAC,GeForce RTX 3080,10,77.66,Desktop,17441.5
EVGA NVIDIA GeForce RTX 3060 Ti 8 GB,249.99,Pre-Owned,EVGA,GeForce RTX 3060 Ti,8,101.03,Desktop,14908
GIGABYTE NVIDIA GeForce GTX 1070 8 GB,58,Pre-Owned,GIGABYTE,GeForce GTX 1070,8,89.88,Desktop,11026
ASUS NVIDIA GeForce GTX 1660 6 GB,86,Pre-Owned,ASUS,GeForce GTX 1660,6,97.46,Desktop,9827.5
EVGA NVIDIA GeForce RTX 3060 12 GB,201.77,Pre-Owned,EVGA,GeForce RTX 3060,12,99.76,Desktop,13234
GIGABYTE NVIDIA GeForce GTX 1080 Ti 11 GB,149.5,Pre-Owned,GIGABYTE,GeForce GTX 1080 Ti,11,73.14,Desktop,13812
GIGABYTE NVIDIA GeForce RTX 3070 8 GB,305,Pre-Owned,GIGABYTE,GeForce RTX 3070,8,100.42,Desktop,15891.5
SAPPHIRE AMD Radeon RX 5700 XT 8 GB,135,Pre-Owned,SAPPHIRE,Radeon RX 5700 XT,8,75.08,Desktop,13221
NVIDIA NVIDIA GeForce RTX 3070 8 GB,260,Pre-Owned,NVIDIA,GeForce RTX 3070,8,100.42,Desktop,15891.5
SAPPHIRE AMD Radeon RX 5700 XT 8 GB,135,Pre-Owned,SAPPHIRE,Radeon RX 5700 XT,8,75.08,Desktop,13221
GIGABYTE AMD Radeon RX 6800 XT 16 GB,405,Pre-Owned,GIGABYTE,Radeon RX 6800 XT,16,77.88,Desktop,17072
ZOTAC NVIDIA GeForce RTX 3080 10 GB,398,Pre-Owned,ZOTAC,GeForce RTX 3080,10,77.66,Desktop,17441.5
EVGA NVIDIA GeForce GTX 1070 8 GB,63,Pre-Owned,EVGA,GeForce GTX 1070,8,89.88,Desktop,11026
EVGA NVIDIA GeForce RTX 3080 10 GB,399.95,Pre-Owned,EVGA,GeForce RTX 3080,10,77.66,Desktop,17441.5
MSI NVIDIA GeForce GTX 1660 6 GB,76,Pre-Owned,MSI,GeForce GTX 1660,6,97.46,Desktop,9827.5
PNY NVIDIA GeForce GT 1030 2 GB,50,Brand New,PNY,GeForce GT 1030,2,84.82,Desktop,3517.5
MSI AMD Radeon RX 5700 8 GB,110,Pre-Owned,MSI,Radeon RX 5700,8,81.83,Desktop,11994.5
EVGA NVIDIA GeForce GTX 1070 Ti 8 GB,93,Pre-Owned,EVGA,GeForce GTX 1070 Ti,8,80.56,Desktop,11635
EVGA NVIDIA GeForce GTX 1080 Ti 11 GB,194.99,Pre-Owned,EVGA,GeForce GTX 1080 Ti,11,73.14,Desktop,13812
ASUS AMD Radeon RX 6800 16 GB,356.79,Pre-Owned,ASUS,Radeon RX 6800,16,82.67,Desktop,15483.5
EVGA NVIDIA GeForce RTX 3080 Ti 12 GB,669,Pre-Owned,EVGA,GeForce RTX 3080 Ti,12,76.82,Desktop,18598.5
NVIDIA NVIDIA GeForce GTX 1070 8 GB,76,Pre-Owned,NVIDIA,GeForce GTX 1070,8,89.88,Desktop,11026
EVGA NVIDIA GeForce RTX 3080 Ti 12 GB,599.99,Pre-Owned,EVGA,GeForce RTX 3080 Ti,12,76.82,Desktop,18598.5
GIGABYTE NVIDIA GeForce RTX 3070 Ti 8 GB,395,Open Box,GIGABYTE,GeForce RTX 3070 Ti,8,80.58,Desktop,16698.5
MSI NVIDIA GeForce GTX 1070 8 GB,112.5,Open Box,MSI,GeForce GTX 1070,8,89.88,Desktop,11026
NVIDIA NVIDIA GeForce GTX 1080 Ti 11 GB,187.5,Pre-Owned,NVIDIA,GeForce GTX 1080 Ti,11,73.14,Desktop,13812
NVIDIA NVIDIA GeForce RTX 3070 Ti 8 GB,325,Pre-Owned,NVIDIA,GeForce RTX 3070 Ti,8,80.58,Desktop,16698.5
GIGABYTE NVIDIA GeForce RTX 3070 Ti 8 GB,300,Pre-Owned,GIGABYTE,GeForce RTX 3070 Ti,8,80.58,Desktop,16698.5
MSI AMD Radeon RX 580 8 GB,53,Pre-Owned,MSI,Radeon RX 580,8,48.14,Desktop,8313.5
MSI NVIDIA GeForce RTX 2080 8 GB,299.99,Pre-Owned,MSI,GeForce RTX 2080,8,74.93,Desktop,13951
EVGA NVIDIA GeForce GTX 1080 8 GB,112.5,Pre-Owned,EVGA,GeForce GTX 1080,8,84.8,Desktop,12082.5
NVIDIA NVIDIA GeForce GTX 1080 8 GB,81,Pre-Owned,NVIDIA,GeForce GTX 1080,8,84.8,Desktop,12082.5
ASUS AMD Radeon RX 580 8 GB,299.95,Brand New,ASUS,Radeon RX 580,8,48.14,Desktop,8313.5
GIGABYTE NVIDIA GeForce RTX 2080 8 GB,186.5,Pre-Owned,GIGABYTE,GeForce RTX 2080,8,74.93,Desktop,13951
GIGABYTE NVIDIA GeForce RTX 3080 10 GB,520,Pre-Owned,GIGABYTE,GeForce RTX 3080,10,77.66,Desktop,17441.5
NVIDIA NVIDIA GeForce RTX 3070 8 GB,240,Pre-Owned,NVIDIA,GeForce RTX 3070,8,100.42,Desktop,15891.5
EVGA NVIDIA GeForce GTX 1080 8 GB,127,Pre-Owned,EVGA,GeForce GTX 1080,8,84.8,Desktop,12082.5
NVIDIA NVIDIA GeForce RTX 3070 8 GB,395,Brand New,NVIDIA,GeForce RTX 3070,8,100.42,Desktop,15891.5
MSI AMD Radeon RX 5700 XT 8 GB,119.99,Pre-Owned,MSI,Radeon RX 5700 XT,8,75.08,Desktop,13221
EVGA NVIDIA GeForce RTX 3080 10 GB,455,Pre-Owned,EVGA,GeForce RTX 3080,10,77.66,Desktop,17441.5
GIGABYTE NVIDIA GeForce RTX 3060 12 GB,200,Pre-Owned,GIGABYTE,GeForce RTX 3060,12,99.76,Desktop,13234
NVIDIA NVIDIA GeForce GTX 1080 8 GB,101,Pre-Owned,NVIDIA,GeForce GTX 1080,8,84.8,Desktop,12082.5
EVGA NVIDIA GeForce RTX 3070 Ti 8 GB,375,Pre-Owned,EVGA,GeForce RTX 3070 Ti,8,80.58,Desktop,16698.5
ASUS NVIDIA GeForce RTX 3080 10 GB,455,Pre-Owned,ASUS,GeForce RTX 3080,10,77.66,Desktop,17441.5
EVGA NVIDIA GeForce RTX 2080 Ti 11 GB,384,Pre-Owned,EVGA,GeForce RTX 2080 Ti,11,87.18,Desktop,15598
ASUS NVIDIA GeForce GTX 1660 6 GB,87,Pre-Owned,ASUS,GeForce GTX 1660,6,97.46,Desktop,9827.5
EVGA NVIDIA GeForce RTX 3060 12 GB,212.5,Pre-Owned,EVGA,GeForce RTX 3060,12,99.76,Desktop,13234
XFX AMD Radeon R9 390 8 GB,70,Pre-Owned,XFX,Radeon R9 390,8,32.76,Desktop,8584
MSI NVIDIA GeForce RTX 3070 8 GB,279.99,Pre-Owned,MSI,GeForce RTX 3070,8,100.42,Desktop,15891.5
NVIDIA NVIDIA GeForce RTX 2080 8 GB,239.99,Pre-Owned,NVIDIA,GeForce RTX 2080,8,74.93,Desktop,13951
NVIDIA NVIDIA GeForce RTX 3070 8 GB,395,Open Box,NVIDIA,GeForce RTX 3070,8,100.42,Desktop,15891.5
NVIDIA NVIDIA GeForce RTX 3070 8 GB,295,Pre-Owned,NVIDIA,GeForce RTX 3070,8,100.42,Desktop,15891.5
MSI NVIDIA GeForce RTX 3070 8 GB,282,Pre-Owned,MSI,GeForce RTX 3070,8,100.42,Desktop,15891.5
GIGABYTE NVIDIA GeForce RTX 3060 Ti 8 GB,213,Pre-Owned,GIGABYTE,GeForce RTX 3060 Ti,8,101.03,Desktop,14908
NVIDIA NVIDIA GeForce RTX 3060 Ti 8 GB,290,Pre-Owned,NVIDIA,GeForce RTX 3060 Ti,8,101.03,Desktop,14908
GIGABYTE AMD Radeon RX 6800 16 GB,340,Pre-Owned,GIGABYTE,Radeon RX 6800,16,82.67,Desktop,15483.5
ZOTAC NVIDIA GeForce RTX 3060 12 GB,208,Pre-Owned,ZOTAC,GeForce RTX 3060,12,99.76,Desktop,13234
GIGABYTE NVIDIA GeForce RTX 3060 Ti 8 GB,228.5,Open Box,GIGABYTE,GeForce RTX 3060 Ti,8,101.03,Desktop,14908
ZOTAC NVIDIA GeForce RTX 3060 Ti 8 GB,222.5,Pre-Owned,ZOTAC,GeForce RTX 3060 Ti,8,101.03,Desktop,14908
ZOTAC NVIDIA GeForce RTX 3080 10 GB,530,Brand New,ZOTAC,GeForce RTX 3080,10,77.66,Desktop,17441.5
EVGA NVIDIA GeForce GTX 1050 Ti 4 GB,52.6,Refurbished,EVGA,GeForce GTX 1050 Ti,4,84.18,Desktop,6412
ZOTAC NVIDIA GeForce RTX 2080 8 GB,155,Pre-Owned,ZOTAC,GeForce RTX 2080,8,74.93,Desktop,13951
EVGA NVIDIA GeForce GTX 1070 8 GB,120.91,Pre-Owned,EVGA,GeForce GTX 1070,8,89.88,Desktop,11026
MSI NVIDIA GeForce GTX 1660 6 GB,142.5,Open Box,MSI,GeForce GTX 1660,6,97.46,Desktop,9827.5
GIGABYTE NVIDIA GeForce RTX 3080 Ti 12 GB,520,Pre-Owned,GIGABYTE,GeForce RTX 3080 Ti,12,76.82,Desktop,18598.5
EVGA NVIDIA GeForce RTX 3070 8 GB,275.12,Pre-Owned,EVGA,GeForce RTX 3070,8,100.42,Desktop,15891.5
NVIDIA NVIDIA GeForce RTX 3070 8 GB,240.5,Pre-Owned,NVIDIA,GeForce RTX 3070,8,100.42,Desktop,15891.5
EVGA NVIDIA GeForce GTX 1060 6 GB,55,Pre-Owned,EVGA,GeForce GTX 1060,6,83.92,Desktop,8845
EVGA NVIDIA GeForce GTX 1070 Ti 8 GB,99,Pre-Owned,EVGA,GeForce GTX 1070 Ti,8,80.56,Desktop,11635
MSI NVIDIA GeForce RTX 3070 Ti 8 GB,369,Open Box,MSI,GeForce RTX 3070 Ti,8,80.58,Desktop,16698.5
EVGA NVIDIA GeForce GTX TITAN X 12 GB,149.99,Pre-Owned,EVGA,GeForce GTX TITAN X,12,52.69,Desktop,10801.5
GIGABYTE NVIDIA GeForce GTX 1060 6 GB,119.99,Pre-Owned,GIGABYTE,GeForce GTX 1060,6,83.92,Desktop,8845
EVGA NVIDIA GeForce GTX 1080 Ti 11 GB,229,Pre-Owned,EVGA,GeForce GTX 1080 Ti,11,73.14,Desktop,13812
GIGABYTE NVIDIA GeForce RTX 3080 10 GB,390,Pre-Owned,GIGABYTE,GeForce RTX 3080,10,77.66,Desktop,17441.5
EVGA NVIDIA GeForce RTX 2070 8 GB,170.01,Pre-Owned,EVGA,GeForce RTX 2070,8,91.88,Desktop,12204.5
MSI NVIDIA GeForce GTX 1660 Ti 6 GB,107.5,Brand New,MSI,GeForce GTX 1660 Ti,6,98.29,Desktop,9407
NVIDIA NVIDIA GeForce RTX 3060 Ti 8 GB,260,Pre-Owned,NVIDIA,GeForce RTX 3060 Ti,8,101.03,Desktop,14908
MSI NVIDIA GeForce RTX 3080 Ti 12 GB,610,Pre-Owned,MSI,GeForce RTX 3080 Ti,12,76.82,Desktop,18598.5
ASUS NVIDIA GeForce RTX 3060 Ti 8 GB,255,Pre-Owned,ASUS,GeForce RTX 3060 Ti,8,101.03,Desktop,14908
EVGA NVIDIA GeForce RTX 2070 8 GB,137.5,Pre-Owned,EVGA,GeForce RTX 2070,8,91.88,Desktop,12204.5
ZOTAC NVIDIA GeForce RTX 3080 Ti 12 GB,539,Pre-Owned,ZOTAC,GeForce RTX 3080 Ti,12,76.82,Desktop,18598.5
MSI NVIDIA GeForce GTX 1080 Ti 11 GB,162.5,Pre-Owned,MSI,GeForce GTX 1080 Ti,11,73.14,Desktop,13812
GIGABYTE NVIDIA GeForce RTX 3080 10 GB,500,Pre-Owned,GIGABYTE,GeForce RTX 3080,10,77.66,Desktop,17441.5
NVIDIA NVIDIA GeForce GTX 1070 8 GB,103.5,Pre-Owned,NVIDIA,GeForce GTX 1070,8,89.88,Desktop,11026
GIGABYTE NVIDIA GeForce RTX 3080 Ti 12 GB,507.02,Pre-Owned,GIGABYTE,GeForce RTX 3080 Ti,12,76.82,Desktop,18598.5
ZOTAC NVIDIA GeForce RTX 3080 10 GB,394.95,Pre-Owned,ZOTAC,GeForce RTX 3080,10,77.66,Desktop,17441.5
NVIDIA NVIDIA GeForce RTX 2080 8 GB,202,Pre-Owned,NVIDIA,GeForce RTX 2080,8,74.93,Desktop,13951
ZOTAC NVIDIA GeForce GTX 1080 Ti 11 GB,179.97,Pre-Owned,ZOTAC,GeForce GTX 1080 Ti,11,73.14,Desktop,13812
ZOTAC NVIDIA GeForce RTX 2070 8 GB,199.99,Refurbished,ZOTAC,GeForce RTX 2070,8,91.88,Desktop,12204.5
GIGABYTE NVIDIA GeForce RTX 3070 Ti 8 GB,390,Pre-Owned,GIGABYTE,GeForce RTX 3070 Ti,8,80.58,Desktop,16698.5
GIGABYTE NVIDIA GeForce RTX 3080 10 GB,370,Pre-Owned,GIGABYTE,GeForce RTX 3080,10,77.66,Desktop,17441.5
NVIDIA NVIDIA GeForce RTX 3060 Ti 8 GB,299.99,Open Box,NVIDIA,GeForce RTX 3060 Ti,8,101.03,Desktop,14908
NVIDIA NVIDIA GeForce RTX 3060 Ti 8 GB,256,Pre-Owned,NVIDIA,GeForce RTX 3060 Ti,8,101.03,Desktop,14908
GIGABYTE NVIDIA GeForce RTX 2060 6 GB,95,Pre-Owned,GIGABYTE,GeForce RTX 2060,6,87.2,Desktop,10736.5
NVIDIA NVIDIA GeForce GTX 1080 Ti 11 GB,187.5,Refurbished,NVIDIA,GeForce GTX 1080 Ti,11,73.14,Desktop,13812
EVGA NVIDIA GeForce RTX 3060 12 GB,223.5,Pre-Owned,EVGA,GeForce RTX 3060,12,99.76,Desktop,13234
MSI AMD Radeon RX 5700 8 GB,144.99,Pre-Owned,MSI,Radeon RX 5700,8,81.83,Desktop,11994.5
EVGA NVIDIA GeForce GTX 1070 8 GB,80,Pre-Owned,EVGA,GeForce GTX 1070,8,89.88,Desktop,11026
EVGA NVIDIA GeForce GTX 1070 Ti 8 GB,172.5,Pre-Owned,EVGA,GeForce GTX 1070 Ti,8,80.56,Desktop,11635
GIGABYTE NVIDIA GeForce RTX 3070 Ti 8 GB,362,Pre-Owned,GIGABYTE,GeForce RTX 3070 Ti,8,80.58,Desktop,16698.5
POWERCOLOR AMD Radeon RX 5700 XT 8 GB,120,Pre-Owned,POWERCOLOR,Radeon RX 5700 XT,8,75.08,Desktop,13221
GIGABYTE NVIDIA GeForce RTX 3060 12 GB,279.99,Pre-Owned,GIGABYTE,GeForce RTX 3060,12,99.76,Desktop,13234
MSI NVIDIA GeForce RTX 3070 8 GB,272,Pre-Owned,MSI,GeForce RTX 3070,8,100.42,Desktop,15891.5
GIGABYTE NVIDIA GeForce RTX 3070 8 GB,320,Pre-Owned,GIGABYTE,GeForce RTX 3070,8,100.42,Desktop,15891.5
EVGA NVIDIA GeForce GTX 1080 Ti 11 GB,162.5,Pre-Owned,EVGA,GeForce GTX 1080 Ti,11,73.14,Desktop,13812
NVIDIA NVIDIA GeForce RTX 3080 10 GB,470,Pre-Owned,NVIDIA,GeForce RTX 3080,10,77.66,Desktop,17441.5
EVGA NVIDIA GeForce RTX 3080 10 GB,363,Pre-Owned,EVGA,GeForce RTX 3080,10,77.66,Desktop,17441.5
ASUS NVIDIA GeForce GTX 1660 6 GB,141.21,Pre-Owned,ASUS,GeForce GTX 1660,6,97.46,Desktop,9827.5
MSI NVIDIA GeForce RTX 3080 10 GB,380,Pre-Owned,MSI,GeForce RTX 3080,10,77.66,Desktop,17441.5
ZOTAC NVIDIA GeForce RTX 3060 12 GB,200,Pre-Owned,ZOTAC,GeForce RTX 3060,12,99.76,Desktop,13234
EVGA NVIDIA GeForce RTX 3080 10 GB,375,Pre-Owned,EVGA,GeForce RTX 3080,10,77.66,Desktop,17441.5
EVGA NVIDIA GeForce RTX 3070 8 GB,265,Pre-Owned,EVGA,GeForce RTX 3070,8,100.42,Desktop,15891.5
ASUS NVIDIA GeForce RTX 3060 8 GB,259.99,Pre-Owned,ASUS,GeForce RTX 3060,8,99.76,Desktop,13234
ASUS NVIDIA GeForce RTX 2070 8 GB,175,Pre-Owned,ASUS,GeForce RTX 2070,8,91.88,Desktop,12204.5
NVIDIA NVIDIA GeForce RTX 3060 Ti 8 GB,220,Pre-Owned,NVIDIA,GeForce RTX 3060 Ti,8,101.03,Desktop,14908
EVGA NVIDIA GeForce RTX 3080 12 GB,535,Pre-Owned,EVGA,GeForce RTX 3080,12,77.66,Desktop,17441.5
XFX AMD Radeon RX 5700 XT 8 GB,115,Pre-Owned,XFX,Radeon RX 5700 XT,8,75.08,Desktop,13221
ASUS NVIDIA GeForce GTX 1060 6 GB,54,Pre-Owned,ASUS,GeForce GTX 1060,6,83.92,Desktop,8845
ASUS NVIDIA GeForce RTX 3070 Ti 8 GB,425,Pre-Owned,ASUS,GeForce RTX 3070 Ti,8,80.58,Desktop,16698.5
EVGA NVIDIA GeForce GTX 1080 Ti 11 GB,239,Pre-Owned,EVGA,GeForce GTX 1080 Ti,11,73.14,Desktop,13812
EVGA NVIDIA GeForce RTX 2080 8 GB,188.5,Pre-Owned,EVGA,GeForce RTX 2080,8,74.93,Desktop,13951
ASUS NVIDIA GeForce RTX 3080 12 GB,1000,Open Box,ASUS,GeForce RTX 3080,12,77.66,Desktop,17441.5
PNY NVIDIA GeForce GTX 1080 Ti 11 GB,142.5,Pre-Owned,PNY,GeForce GTX 1080 Ti,11,73.14,Desktop,13812
ASUS NVIDIA GeForce RTX 3060 12 GB,223.5,Pre-Owned,ASUS,GeForce RTX 3060,12,99.76,Desktop,13234
NVIDIA NVIDIA GeForce RTX 3070 8 GB,265,Pre-Owned,NVIDIA,GeForce RTX 3070,8,100.42,Desktop,15891.5
GIGABYTE NVIDIA GeForce GTX 1080 Ti 11 GB,200,Pre-Owned,GIGABYTE,GeForce GTX 1080 Ti,11,73.14,Desktop,13812
POWERCOLOR AMD Radeon RX 580 8 GB,60,Pre-Owned,POWERCOLOR,Radeon RX 580,8,48.14,Desktop,8313.5
MSI NVIDIA GeForce GTX 1660 6 GB,70,Pre-Owned,MSI,GeForce GTX 1660,6,97.46,Desktop,9827.5
ASUS NVIDIA GeForce RTX 2070 8 GB,239.99,Pre-Owned,ASUS,GeForce RTX 2070,8,91.88,Desktop,12204.5
ASUS NVIDIA GeForce RTX 2060 6 GB,76,Pre-Owned,ASUS,GeForce RTX 2060,6,87.2,Desktop,10736.5
EVGA NVIDIA GeForce RTX 2070 8 GB,146.5,Pre-Owned,EVGA,GeForce RTX 2070,8,91.88,Desktop,12204.5
EVGA NVIDIA GeForce GTX 1660 6 GB,71,Pre-Owned,EVGA,GeForce GTX 1660,6,97.46,Desktop,9827.5
EVGA NVIDIA GeForce GTX TITAN X 12 GB,149,Pre-Owned,EVGA,GeForce GTX TITAN X,12,52.69,Desktop,10801.5
EVGA NVIDIA GeForce RTX 3070 8 GB,260,Pre-Owned,EVGA,GeForce RTX 3070,8,100.42,Desktop,15891.5
EVGA NVIDIA GeForce RTX 3080 10 GB,380,Pre-Owned,EVGA,GeForce RTX 3080,10,77.66,Desktop,17441.5
MSI NVIDIA GeForce GTX 1060 6 GB,60,Pre-Owned,MSI,GeForce GTX 1060,6,83.92,Desktop,8845
NVIDIA NVIDIA GeForce GTX 1070 Ti 8 GB,91,Pre-Owned,NVIDIA,GeForce GTX 1070 Ti,8,80.56,Desktop,11635
XFX AMD Radeon RX 580 8 GB,59.99,Pre-Owned,XFX,Radeon RX 580,8,48.14,Desktop,8313.5
ZOTAC NVIDIA GeForce RTX 3060 12 GB,200,Pre-Owned,ZOTAC,GeForce RTX 3060,12,99.76,Desktop,13234
EVGA NVIDIA GeForce RTX 3070 8 GB,290,Pre-Owned,EVGA,GeForce RTX 3070,8,100.42,Desktop,15891.5
XFX AMD Radeon RX 580 8 GB,79.95,Pre-Owned,XFX,Radeon RX 580,8,48.14,Desktop,8313.5
EVGA NVIDIA GeForce GTX 1070 8 GB,100,Pre-Owned,EVGA,GeForce GTX 1070,8,89.88,Desktop,11026
MSI NVIDIA GeForce RTX 3080 10 GB,408,Pre-Owned,MSI,GeForce RTX 3080,10,77.66,Desktop,17441.5
MSI AMD Radeon RX 5700 XT 8 GB,138,Pre-Owned,MSI,Radeon RX 5700 XT,8,75.08,Desktop,13221
EVGA NVIDIA GeForce GTX 980 Ti 6 GB,99,Pre-Owned,EVGA,GeForce GTX 980 Ti,6,55.45,Desktop,11202
SAPPHIRE AMD Radeon RX 580 8 GB,67,Open Box,SAPPHIRE,Radeon RX 580,8,48.14,Desktop,8313.5
EVGA NVIDIA GeForce RTX 2060 6 GB,116.5,Pre-Owned,EVGA,GeForce RTX 2060,6,87.2,Desktop,10736.5
POWERCOLOR AMD Radeon RX 5700 XT 8 GB,117.5,Pre-Owned,POWERCOLOR,Radeon RX 5700 XT,8,75.08,Desktop,13221
NVIDIA NVIDIA GeForce GTX 1070 8 GB,150,Pre-Owned,NVIDIA,GeForce GTX 1070,8,89.88,Desktop,11026
NVIDIA NVIDIA GeForce RTX 3060 Ti 8 GB,279.99,Open Box,NVIDIA,GeForce RTX 3060 Ti,8,101.03,Desktop,14908
GIGABYTE NVIDIA GeForce RTX 3070 8 GB,310,Pre-Owned,GIGABYTE,GeForce RTX 3070,8,100.42,Desktop,15891.5
ZOTAC NVIDIA GeForce RTX 3060 Ti 8 GB,213.5,Pre-Owned,ZOTAC,GeForce RTX 3060 Ti,8,101.03,Desktop,14908
EVGA NVIDIA GeForce RTX 3070 8 GB,399,Brand New,EVGA,GeForce RTX 3070,8,100.42,Desktop,15891.5
ASUS NVIDIA GeForce RTX 3060 12 GB,249.99,Pre-Owned,ASUS,GeForce RTX 3060,12,99.76,Desktop,13234
PNY NVIDIA GeForce GTX 1080 Ti 11 GB,125,Pre-Owned,PNY,GeForce GTX 1080 Ti,11,73.14,Desktop,13812
MSI NVIDIA GeForce RTX 3070 8 GB,307.77,Pre-Owned,MSI,GeForce RTX 3070,8,100.42,Desktop,15891.5
EVGA NVIDIA GeForce GTX 1050 Ti 4 GB,50,Pre-Owned,EVGA,GeForce GTX 1050 Ti,4,84.18,Desktop,6412
EVGA NVIDIA GeForce RTX 3070 Ti 8 GB,475,Brand New,EVGA,GeForce RTX 3070 Ti,8,80.58,Desktop,16698.5
