name,price,condition,brand,model,memory,powerPerformance,category,performance_score
EVGA NVIDIA GeForce GTX 1070 8 GB,81,Pre-Owned,EVGA,GeForce GTX 1070,8,89.88,Desktop,11026
MSI NVIDIA GeForce RTX 3070 8 GB,260,Pre-Owned,MSI,GeForce RTX 3070,8,100.42,Desktop,15891.5
MSI NVIDIA GeForce RTX 2060 8 GB,175,Pre-Owned,MSI,GeForce RTX 2060,8,87.2,Desktop,10736.5
ASUS NVIDIA GeForce GTX 1060 6 GB,90,Pre-Owned,ASUS,GeForce GTX 1060,6,83.92,Desktop,8845
ASUS NVIDIA GeForce RTX 3070 Ti 8 GB,395,Pre-Owned,ASUS,GeForce RTX 3070 Ti,8,80.58,Desktop,16698.5
ASUS NVIDIA GeForce GTX 1660 6 GB,85,Pre-Owned,ASUS,GeForce GTX 1660,6,97.46,Desktop,9827.5
ASUS NVIDIA GeForce RTX 3060 12 GB,315,Pre-Owned,ASUS,GeForce RTX 3060,12,99.76,Desktop,13234
ASUS NVIDIA GeForce RTX 3060 12 GB,183.5,Pre-Owned,ASUS,GeForce RTX 3060,12,99.76,Desktop,13234
GIGABYTE NVIDIA GeForce RTX 3070 8 GB,260,Pre-Owned,GIGABYTE,GeForce RTX 3070,8,100.42,Desktop,15891.5
ZOTAC NVIDIA GeForce RTX 3060 12 GB,227.5,Pre-Owned,ZOTAC,GeForce RTX 3060,12,99.76,Desktop,13234
ZOTAC NVIDIA GeForce RTX 3060 Ti 8 GB,222.5,Pre-Owned,ZOTAC,GeForce RTX 3060 Ti,8,101.03,Desktop,14908
NVIDIA NVIDIA GeForce RTX 3070 Ti 8 GB,350,Pre-Owned,NVIDIA,GeForce RTX 3070 Ti,8,80.58,Desktop,16698.5
EVGA NVIDIA GeForce RTX 2070 8 GB,199.99,Pre-Owned,EVGA,GeForce RTX 2070,8,91.88,Desktop,12204.5
MSI NVIDIA GeForce RTX 3060 12 GB,250,Open Box,MSI,GeForce RTX 3060,12,99.76,Desktop,13234
XFX AMD Radeon RX 6800 XT 16 GB,555.99,Brand New,XFX,Radeon RX 6800 XT,16,77.88,Desktop,17072
NVIDIA NVIDIA GeForce GTX 1070 8 GB,134,Pre-Owned,NVIDIA,GeForce GTX 1070,8,89.88,Desktop,11026
EVGA NVIDIA GeForce RTX 3060 12 GB,202.5,Pre-Owned,EVGA,GeForce RTX 3060,12,99.76,Desktop,13234
ASUS NVIDIA GeForce GTX 1080 Ti 11 GB,175,Pre-Owned,ASUS,GeForce GTX 1080 Ti,11,73.14,Desktop,13812
ASUS NVIDIA GeForce RTX 3080 Ti 12 GB,800,Open Box,ASUS,GeForce RTX 3080 Ti,12,76.82,Desktop,18598.5
EVGA NVIDIA GeForce RTX 3060 12 GB,232.5,Pre-Owned,EVGA,GeForce RTX 3060,12,99.76,Desktop,13234
NVIDIA NVIDIA GeForce RTX 3070 8 GB,299,Pre-Owned,NVIDIA,GeForce RTX 3070,8,100.42,Desktop,15891.5
GIGABYTE NVIDIA GeForce RTX 3060 Ti 8 GB,233,Pre-Owned,GIGABYTE,GeForce RTX 3060 Ti,8,101.03,Desktop,14908
EVGA NVIDIA GeForce GTX 980 4 GB,62.99,Pre-Owned,EVGA,GeForce GTX 980,4,68.1,Desktop,9693.5
EVGA NVIDIA GeForce RTX 2070 8 GB,202.5,Pre-Owned,EVGA,GeForce RTX 2070,8,91.88,Desktop,12204.5
PNY NVIDIA GeForce GTX 1660 6 GB,59,Pre-Owned,PNY,GeForce GTX 1660,6,97.46,Desktop,9827.5
EVGA NVIDIA GeForce GTX 1070 8 GB,149.99,Open Box,EVGA,GeForce GTX 1070,8,89.88,Desktop,11026
EVGA NVIDIA GeForce RTX 3080 10 GB,538,Brand New,EVGA,GeForce RTX 3080,10,77.66,Desktop,17441.5
MSI NVIDIA GeForce RTX 3070 Ti 8 GB,355,Brand New,MSI,GeForce RTX 3070 Ti,8,80.58,Desktop,16698.5
ASUS AMD Radeon RX 6800 XT 16 GB,399,Pre-Owned,ASUS,Radeon RX 6800 XT,16,77.88,Desktop,17072
PNY NVIDIA GeForce GTX 1070 8 GB,76,Pre-Owned,PNY,GeForce GTX 1070,8,89.88,Desktop,11026
ASUS NVIDIA GeForce RTX 3070 Ti 8 GB,700,Brand New,ASUS,GeForce RTX 3070 Ti,8,80.58,Desktop,16698.5
EVGA NVIDIA GeForce RTX 3080 10 GB,850,Brand New,EVGA,GeForce RTX 3080,10,77.66,Desktop,17441.5
XFX AMD Radeon RX 5700 XT 8 GB,98,Pre-Owned,XFX,Radeon RX 5700 XT,8,75.08,Desktop,13221
XFX AMD Radeon RX 5700 XT 8 GB,113.5,Pre-Owned,XFX,Radeon RX 5700 XT,8,75.08,Desktop,13221
MSI NVIDIA GeForce RTX 3080 10 GB,410,Pre-Owned,MSI,GeForce RTX 3080,10,77.66,Desktop,17441.5
ASUS NVIDIA GeForce RTX 3060 Ti 8 GB,218.5,Pre-Owned,ASUS,GeForce RTX 3060 Ti,8,101.03,Desktop,14908
MSI NVIDIA GeForce RTX 3070 8 GB,325,Pre-Owned,MSI,GeForce RTX 3070,8,100.42,Desktop,15891.5
MSI NVIDIA GeForce RTX 3060 Ti 8 GB,209,Pre-Owned,MSI,GeForce RTX 3060 Ti,8,101.03,Desktop,14908
EVGA NVIDIA GeForce GTX 1080 Ti 11 GB,152.5,Pre-Owned,EVGA,GeForce GTX 1080 Ti,11,73.14,Desktop,13812
ZOTAC NVIDIA GeForce RTX 3060 12 GB,180,Pre-Owned,ZOTAC,GeForce RTX 3060,12,99.76,Desktop,13234
MSI NVIDIA GeForce RTX 3070 8 GB,367,Pre-Owned,MSI,GeForce RTX 3070,8,100.42,Desktop,15891.5
POWERCOLOR AMD Radeon RX 6900 XT 16 GB,500,Pre-Owned,POWERCOLOR,Radeon RX 6900 XT,16,84.86,Desktop,18239
NVIDIA NVIDIA GeForce RTX 3070 8 GB,250.08,Pre-Owned,NVIDIA,GeForce RTX 3070,8,100.42,Desktop,15891.5
GIGABYTE NVIDIA GeForce RTX 3060 Ti 8 GB,236.5,Pre-Owned,GIGABYTE,GeForce RTX 3060 Ti,8,101.03,Desktop,14908
ASUS NVIDIA GeForce RTX 3060 12 GB,206.1,Pre-Owned,ASUS,GeForce RTX 3060,12,99.76,Desktop,13234
MSI NVIDIA GeForce RTX 3060 12 GB,370,Pre-Owned,MSI,GeForce RTX 3060,12,99.76,Desktop,13234
GIGABYTE NVIDIA GeForce RTX 2060 6 GB,125.5,Pre-Owned,GIGABYTE,GeForce RTX 2060,6,87.2,Desktop,10736.5
EVGA NVIDIA GeForce RTX 3070 8 GB,295,Pre-Owned,EVGA,GeForce RTX 3070,8,100.42,Desktop,15891.5
ASUS NVIDIA GeForce RTX 3060 12 GB,266,Pre-Owned,ASUS,GeForce RTX 3060,12,99.76,Desktop,13234
EVGA NVIDIA GeForce RTX 3080 12 GB,525,Pre-Owned,EVGA,GeForce RTX 3080,12,77.66,Desktop,17441.5
NVIDIA NVIDIA GeForce GTX 1070 Ti 8 GB,110,Pre-Owned,NVIDIA,GeForce GTX 1070 Ti,8,80.56,Desktop,11635
NVIDIA NVIDIA GeForce GTX 1080 8 GB,140,Pre-Owned,NVIDIA,GeForce GTX 1080,8,84.8,Desktop,12082.5
NVIDIA NVIDIA GeForce RTX 3070 Ti 8 GB,320,Pre-Owned,NVIDIA,GeForce RTX 3070 Ti,8,80.58,Desktop,16698.5
EVGA NVIDIA GeForce RTX 3080 Ti 12 GB,636.99,Pre-Owned,EVGA,GeForce RTX 3080 Ti,12,76.82,Desktop,18598.5
GIGABYTE NVIDIA GeForce GTX 1060 6 GB,50.76,Pre-Owned,GIGABYTE,GeForce GTX 1060,6,83.92,Desktop,8845
GIGABYTE AMD Radeon RX 6800 16 GB,345,Pre-Owned,GIGABYTE,Radeon RX 6800,16,82.67,Desktop,15483.5
ASUS NVIDIA GeForce RTX 3070 Ti 8 GB,350,Pre-Owned,ASUS,GeForce RTX 3070 Ti,8,80.58,Desktop,16698.5
ASUS NVIDIA GeForce RTX 3070 Ti 8 GB,339,Pre-Owned,ASUS,GeForce RTX 3070 Ti,8,80.58,Desktop,16698.5
NVIDIA NVIDIA GeForce GTX 1080 8 GB,189.99,Pre-Owned,NVIDIA,GeForce GTX 1080,8,84.8,Desktop,12082.5
GIGABYTE NVIDIA GeForce GTX 1070 8 GB,129.95,Pre-Owned,GIGABYTE,GeForce GTX 1070,8,89.88,Desktop,11026
EVGA NVIDIA GeForce RTX 3070 Ti 8 GB,389,Pre-Owned,EVGA,GeForce RTX 3070 Ti,8,80.58,Desktop,16698.5
MSI NVIDIA GeForce RTX 3080 12 GB,699,Refurbished,MSI,GeForce RTX 3080,12,77.66,Desktop,17441.5
NVIDIA NVIDIA GeForce GTX 1660 6 GB,72,Pre-Owned,NVIDIA,GeForce GTX 1660,6,97.46,Desktop,9827.5
ASUS NVIDIA GeForce RTX 3060 Ti 8 GB,399.99,Refurbished,ASUS,GeForce RTX 3060 Ti,8,101.03,Desktop,14908
POWERCOLOR AMD Radeon RX 5700 XT 8 GB,99,Pre-Owned,POWERCOLOR,Radeon RX 5700 XT,8,75.08,Desktop,13221
GIGABYTE NVIDIA GeForce GTX 970 4 GB,75,Pre-Owned,GIGABYTE,GeForce GTX 970,4,66.81,Desktop,8749
EVGA NVIDIA GeForce RTX 3080 10 GB,459.9,Pre-Owned,EVGA,GeForce RTX 3080,10,77.66,Desktop,17441.5
MSI NVIDIA GeForce RTX 2070 SUPER 8 GB,200,Pre-Owned,MSI,GeForce RTX 2070 SUPER,8,84.5,Desktop,13564
MSI NVIDIA GeForce RTX 3060 8 GB,293.89,Brand New,MSI,GeForce RTX 3060,8,99.76,Desktop,13234
ASUS AMD Radeon RX 580 8 GB,76,Brand New,ASUS,Radeon RX 580,8,48.14,Desktop,8313.5
MSI NVIDIA GeForce RTX 3060 12 GB,180,Pre-Owned,MSI,GeForce RTX 3060,12,99.76,Desktop,13234
ASUS NVIDIA GeForce GTX 1070 8 GB,102.5,Pre-Owned,ASUS,GeForce GTX 1070,8,89.88,Desktop,11026
EVGA NVIDIA GeForce RTX 3070 8 GB,300,Pre-Owned,EVGA,GeForce RTX 3070,8,100.42,Desktop,15891.5
PNY NVIDIA GeForce GTX 1060 6 GB,65,Pre-Owned,PNY,GeForce GTX 1060,6,83.92,Desktop,8845
EVGA NVIDIA GeForce RTX 3080 10 GB,355,Pre-Owned,EVGA,GeForce RTX 3080,10,77.66,Desktop,17441.5
EVGA NVIDIA GeForce GTX 1080 Ti 11 GB,389,Open Box,EVGA,GeForce GTX 1080 Ti,11,73.14,Desktop,13812
NVIDIA NVIDIA GeForce RTX 3080 10 GB,440,Pre-Owned,NVIDIA,GeForce RTX 3080,10,77.66,Desktop,17441.5
NVIDIA NVIDIA GeForce RTX 3080 10 GB,380,Pre-Owned,NVIDIA,GeForce RTX 3080,10,77.66,Desktop,17441.5
GIGABYTE NVIDIA GeForce GTX 1080 Ti 11 GB,219.99,Pre-Owned,GIGABYTE,GeForce GTX 1080 Ti,11,73.14,Desktop,13812
EVGA NVIDIA GeForce GTX 1080 Ti 11 GB,175,Pre-Owned,EVGA,GeForce GTX 1080 Ti,11,73.14,Desktop,13812
EVGA NVIDIA GeForce RTX 2070 8 GB,180,Pre-Owned,EVGA,GeForce RTX 2070,8,91.88,Desktop,12204.5
XFX AMD Radeon RX 5700 XT 8 GB,102.5,Pre-Owned,XFX,Radeon RX 5700 XT,8,75.08,Desktop,13221
EVGA NVIDIA GeForce GTX 970 4 GB,57.99,Pre-Owned,EVGA,GeForce GTX 970,4,66.81,Desktop,8749
NVIDIA NVIDIA GeForce GTX 1080 Ti 11 GB,210,Pre-Owned,NVIDIA,GeForce GTX 1080 Ti,11,73.14,Desktop,13812
NVIDIA NVIDIA GeForce RTX 3060 Ti 8 GB,225,Pre-Owned,NVIDIA,GeForce RTX 3060 Ti,8,101.03,Desktop,14908
MSI NVIDIA GeForce GTX 1050 Ti 4 GB,79.95,Pre-Owned,MSI,GeForce GTX 1050 Ti,4,84.18,Desktop,6412
MSI NVIDIA GeForce GTX 1660 6 GB,80,Pre-Owned,MSI,GeForce GTX 1660,6,97.46,Desktop,9827.5
SAPPHIRE AMD Radeon RX 580 8 GB,67,Pre-Owned,SAPPHIRE,Radeon RX 580,8,48.14,Desktop,8313.5
ASUS NVIDIA GeForce RTX 2080 Ti 11 GB,427,Pre-Owned,ASUS,GeForce RTX 2080 Ti,11,87.18,Desktop,15598
MSI NVIDIA GeForce GTX 1660 6 GB,130,Pre-Owned,MSI,GeForce GTX 1660,6,97.46,Desktop,9827.5
GIGABYTE NVIDIA GeForce GTX 1080 8 GB,113.5,Pre-Owned,GIGABYTE,GeForce GTX 1080,8,84.8,Desktop,12082.5
NVIDIA NVIDIA GeForce GTX 1070 8 GB,99.95,Pre-Owned,NVIDIA,GeForce GTX 1070,8,89.88,Desktop,11026
EVGA NVIDIA GeForce RTX 3060 12 GB,175,Pre-Owned,EVGA,GeForce RTX 3060,12,99.76,Desktop,13234
ZOTAC NVIDIA GeForce RTX 3080 10 GB,450,Open Box,ZOTAC,GeForce RTX 3080,10,77.66,Desktop,17441.5
SAPPHIRE AMD Radeon RX 5700 XT 8 GB,123.5,Pre-Owned,SAPPHIRE,Radeon RX 5700 XT,8,75.08,Desktop,13221
XFX AMD Radeon RX 580 8 GB,70,Pre-Owned,XFX,Radeon RX 580,8,48.14,Desktop,8313.5
EVGA NVIDIA GeForce RTX 2080 Ti 11 GB,320,Pre-Owned,EVGA,GeForce RTX 2080 Ti,11,87.18,Desktop,15598
NVIDIA NVIDIA GeForce RTX 3070 Ti 8 GB,368,Pre-Owned,NVIDIA,GeForce RTX 3070 Ti,8,80.58,Desktop,16698.5
GIGABYTE NVIDIA GeForce GTX 1080 8 GB,121.19,Pre-Owned,GIGABYTE,GeForce GTX 1080,8,84.8,Desktop,12082.5
EVGA NVIDIA GeForce RTX 3060 12 GB,175,Pre-Owned,EVGA,GeForce RTX 3060,12,99.76,Desktop,13234
XFX AMD Radeon RX 580 8 GB,129,Pre-Owned,XFX,Radeon RX 580,8,48.14,Desktop,8313.5
ZOTAC NVIDIA GeForce RTX 3060 12 GB,240,Pre-Owned,ZOTAC,GeForce RTX 3060,12,99.76,Desktop,13234
EVGA NVIDIA GeForce RTX 3080 10 GB,389,Pre-Owned,EVGA,GeForce RTX 3080,10,77.66,Desktop,17441.5
EVGA NVIDIA GeForce GTX 1080 8 GB,111,Pre-Owned,EVGA,GeForce GTX 1080,8,84.8,Desktop,12082.5
NVIDIA NVIDIA GeForce RTX 3080 10 GB,450,Pre-Owned,NVIDIA,GeForce RTX 3080,10,77.66,Desktop,17441.5
EVGA NVIDIA GeForce RTX 3060 Ti 8 GB,245,Pre-Owned,EVGA,GeForce RTX 3060 Ti,8,101.03,Desktop,14908
MSI NVIDIA GeForce RTX 2080 Ti 11 GB,350,Pre-Owned,MSI,GeForce RTX 2080 Ti,11,87.18,Desktop,15598
SAPPHIRE AMD Radeon RX 5700 XT 8 GB,120,Pre-Owned,SAPPHIRE,Radeon RX 5700 XT,8,75.08,Desktop,13221
MSI NVIDIA GeForce RTX 3060 12 GB,279,Brand New,MSI,GeForce RTX 3060,12,99.76,Desktop,13234
ASUS NVIDIA GeForce RTX 3080 10 GB,365,Pre-Owned,ASUS,GeForce RTX 3080,10,77.66,Desktop,17441.5
ZOTAC NVIDIA GeForce RTX 3060 12 GB,255,Pre-Owned,ZOTAC,GeForce RTX 3060,12,99.76,Desktop,13234
MSI NVIDIA GeForce RTX 3060 12 GB,225.5,Pre-Owned,MSI,GeForce RTX 3060,12,99.76,Desktop,13234
EVGA NVIDIA GeForce GTX 970 4 GB,64.99,Pre-Owned,EVGA,GeForce GTX 970,4,66.81,Desktop,8749
GIGABYTE AMD Radeon RX 6800 XT 16 GB,450,Pre-Owned,GIGABYTE,Radeon RX 6800 XT,16,77.88,Desktop,17072
NVIDIA NVIDIA GeForce RTX 3060 Ti 8 GB,288,Pre-Owned,NVIDIA,GeForce RTX 3060 Ti,8,101.03,Desktop,14908
ASUS NVIDIA GeForce RTX 3080 10 GB,375,Pre-Owned,ASUS,GeForce RTX 3080,10,77.66,Desktop,17441.5
MSI NVIDIA GeForce RTX 3060 12 GB,279,Brand New,MSI,GeForce RTX 3060,12,99.76,Desktop,13234
MSI NVIDIA GeForce RTX 3070 8 GB,254,Pre-Owned,MSI,GeForce RTX 3070,8,100.42,Desktop,15891.5
EVGA NVIDIA GeForce RTX 3060 12 GB,220,Pre-Owned,EVGA,GeForce RTX 3060,12,99.76,Desktop,13234
EVGA NVIDIA GeForce GTX 1660 6 GB,92,Pre-Owned,EVGA,GeForce GTX 1660,6,97.46,Desktop,9827.5
EVGA NVIDIA GeForce RTX 3070 8 GB,380,Brand New,EVGA,GeForce RTX 3070,8,100.42,Desktop,15891.5
ASUS NVIDIA GeForce RTX 2060 8 GB,275,Brand New,ASUS,GeForce RTX 2060,8,87.2,Desktop,10736.5
GIGABYTE NVIDIA GeForce RTX 2060 8 GB,146.5,Pre-Owned,GIGABYTE,GeForce RTX 2060,8,87.2,Desktop,10736.5
EVGA NVIDIA GeForce RTX 2060 12 GB,171.51,Pre-Owned,EVGA,GeForce RTX 2060,12,87.2,Desktop,10736.5
ZOTAC NVIDIA GeForce GTX 1060 6 GB,90,Pre-Owned,ZOTAC,GeForce GTX 1060,6,83.92,Desktop,8845
POWERCOLOR AMD Radeon RX 6800 16 GB,329,Pre-Owned,POWERCOLOR,Radeon RX 6800,16,82.67,Desktop,15483.5
GIGABYTE NVIDIA GeForce GTX 1060 6 GB,80,Pre-Owned,GIGABYTE,GeForce GTX 1060,6,83.92,Desktop,8845
ZOTAC NVIDIA GeForce RTX 3060 Ti 8 GB,290,Pre-Owned,ZOTAC,GeForce RTX 3060 Ti,8,101.03,Desktop,14908
ASUS NVIDIA GeForce GTX 1070 Ti 8 GB,110,Pre-Owned,ASUS,GeForce GTX 1070 Ti,8,80.56,Desktop,11635
MSI NVIDIA GeForce RTX 2070 8 GB,179.99,Pre-Owned,MSI,GeForce RTX 2070,8,91.88,Desktop,12204.5
EVGA NVIDIA GeForce RTX 2070 8 GB,153.5,Pre-Owned,EVGA,GeForce RTX 2070,8,91.88,Desktop,12204.5
ASUS NVIDIA GeForce RTX 2070 8 GB,182.5,Refurbished,ASUS,GeForce RTX 2070,8,91.88,Desktop,12204.5
MSI NVIDIA GeForce RTX 2060 8 GB,149,Pre-Owned,MSI,GeForce RTX 2060,8,87.2,Desktop,10736.5
EVGA NVIDIA GeForce RTX 2060 6 GB,159.99,Brand New,EVGA,GeForce RTX 2060,6,87.2,Desktop,10736.5
EVGA NVIDIA GeForce RTX 3060 Ti 8 GB,285,Pre-Owned,EVGA,GeForce RTX 3060 Ti,8,101.03,Desktop,14908
MSI NVIDIA GeForce RTX 3070 Ti 8 GB,349.99,Pre-Owned,MSI,GeForce RTX 3070 Ti,8,80.58,Desktop,16698.5
GIGABYTE NVIDIA GeForce GTX 970 4 GB,85,Pre-Owned,GIGABYTE,GeForce GTX 970,4,66.81,Desktop,8749
GIGABYTE AMD Radeon RX 6800 16 GB,427.5,Pre-Owned,GIGABYTE,Radeon RX 6800,16,82.67,Desktop,15483.5
NVIDIA NVIDIA GeForce GTX 1080 8 GB,115,Pre-Owned,NVIDIA,GeForce GTX 1080,8,84.8,Desktop,12082.5
ASUS NVIDIA GeForce RTX 3070 8 GB,262,Refurbished,ASUS,GeForce RTX 3070,8,100.42,Desktop,15891.5
NVIDIA NVIDIA GeForce GTX 1660 6 GB,92.98,Pre-Owned,NVIDIA,GeForce GTX 1660,6,97.46,Desktop,9827.5
NVIDIA NVIDIA GeForce RTX 3060 Ti 8 GB,299,Brand New,NVIDIA,GeForce RTX 3060 Ti,8,101.03,Desktop,14908
EVGA NVIDIA GeForce RTX 2080 Ti 11 GB,400,Pre-Owned,EVGA,GeForce RTX 2080 Ti,11,87.18,Desktop,15598
EVGA NVIDIA GeForce RTX 2060 6 GB,125.5,Pre-Owned,EVGA,GeForce RTX 2060,6,87.2,Desktop,10736.5
NVIDIA NVIDIA GeForce RTX 3080 10 GB,470,Pre-Owned,NVIDIA,GeForce RTX 3080,10,77.66,Desktop,17441.5
ASUS NVIDIA GeForce RTX 3060 Ti 8 GB,269.99,Pre-Owned,ASUS,GeForce RTX 3060 Ti,8,101.03,Desktop,14908
ASUS NVIDIA GeForce RTX 2060 6 GB,1010,Pre-Owned,ASUS,GeForce RTX 2060,6,87.2,Desktop,10736.5
MSI NVIDIA GeForce RTX 3080 Ti 12 GB,550,Pre-Owned,MSI,GeForce RTX 3080 Ti,12,76.82,Desktop,18598.5
MSI NVIDIA GeForce RTX 3070 Ti 8 GB,380,Pre-Owned,MSI,GeForce RTX 3070 Ti,8,80.58,Desktop,16698.5
GIGABYTE NVIDIA GeForce RTX 3080 10 GB,598,Brand New,GIGABYTE,GeForce RTX 3080,10,77.66,Desktop,17441.5
NVIDIA NVIDIA GeForce GTX 1070 8 GB,55,Pre-Owned,NVIDIA,GeForce GTX 1070,8,89.88,Desktop,11026
GIGABYTE NVIDIA GeForce RTX 3070 Ti 8 GB,375,Pre-Owned,GIGABYTE,GeForce RTX 3070 Ti,8,80.58,Desktop,16698.5
GIGABYTE NVIDIA GeForce GTX 1050 Ti 4 GB,80,Pre-Owned,GIGABYTE,GeForce GTX 1050 Ti,4,84.18,Desktop,6412
EVGA NVIDIA GeForce RTX 3070 Ti 8 GB,370,Pre-Owned,EVGA,GeForce RTX 3070 Ti,8,80.58,Desktop,16698.5
ASUS AMD Radeon RX 5700 XT 8 GB,179.95,Pre-Owned,ASUS,Radeon RX 5700 XT,8,75.08,Desktop,13221
EVGA NVIDIA GeForce RTX 3070 8 GB,299.99,Pre-Owned,EVGA,GeForce RTX 3070,8,100.42,Desktop,15891.5
ZOTAC NVIDIA GeForce RTX 3060 Ti 8 GB,240,Pre-Owned,ZOTAC,GeForce RTX 3060 Ti,8,101.03,Desktop,14908
EVGA NVIDIA GeForce GTX 1070 8 GB,86,Pre-Owned,EVGA,GeForce GTX 1070,8,89.88,Desktop,11026
EVGA NVIDIA GeForce GTX 1080 8 GB,149.94,Pre-Owned,EVGA,GeForce GTX 1080,8,84.8,Desktop,12082.5
POWERCOLOR AMD Radeon RX 5700 XT 8 GB,122.5,Pre-Owned,POWERCOLOR,Radeon RX 5700 XT,8,75.08,Desktop,13221
SAPPHIRE AMD Radeon RX 5700 XT 8 GB,116.5,Pre-Owned,SAPPHIRE,Radeon RX 5700 XT,8,75.08,Desktop,13221
EVGA NVIDIA GeForce GTX 1080 8 GB,125,Pre-Owned,EVGA,GeForce GTX 1080,8,84.8,Desktop,12082.5
GIGABYTE NVIDIA GeForce RTX 2080 Ti 11 GB,280,Pre-Owned,GIGABYTE,GeForce RTX 2080 Ti,11,87.18,Desktop,15598
NVIDIA NVIDIA GeForce GTX 1070 8 GB,159.99,Pre-Owned,NVIDIA,GeForce GTX 1070,8,89.88,Desktop,11026
EVGA NVIDIA GeForce RTX 2070 8 GB,179.99,Pre-Owned,EVGA,GeForce RTX 2070,8,91.88,Desktop,12204.5
MSI NVIDIA GeForce GTX 970 4 GB,59.99,Open Box,MSI,GeForce GTX 970,4,66.81,Desktop,8749
NVIDIA NVIDIA GeForce RTX 2070 8 GB,250,Pre-Owned,NVIDIA,GeForce RTX 2070,8,91.88,Desktop,12204.5
EVGA NVIDIA GeForce GTX 1660 6 GB,91,Pre-Owned,EVGA,GeForce GTX 1660,6,97.46,Desktop,9827.5
XFX AMD Radeon RX 580 8 GB,50,Pre-Owned,XFX,Radeon RX 580,8,48.14,Desktop,8313.5
ZOTAC NVIDIA GeForce RTX 2060 6 GB,127.5,Pre-Owned,ZOTAC,GeForce RTX 2060,6,87.2,Desktop,10736.5
NVIDIA NVIDIA GeForce GTX 1070 8 GB,88,Pre-Owned,NVIDIA,GeForce GTX 1070,8,89.88,Desktop,11026
SAPPHIRE AMD Radeon RX 6900 XT 16 GB,549,Pre-Owned,SAPPHIRE,Radeon RX 6900 XT,16,84.86,Desktop,18239
ASUS NVIDIA GeForce RTX 3080 10 GB,979.99,Open Box,ASUS,GeForce RTX 3080,10,77.66,Desktop,17441.5
ASUS NVIDIA GeForce RTX 3060 12 GB,199,Pre-Owned,ASUS,GeForce RTX 3060,12,99.76,Desktop,13234
ASUS NVIDIA GeForce GTX 1060 6 GB,81,Pre-Owned,ASUS,GeForce GTX 1060,6,83.92,Desktop,8845
GIGABYTE NVIDIA GeForce RTX 3080 Ti 12 GB,720,Refurbished,GIGABYTE,GeForce RTX 3080 Ti,12,76.82,Desktop,18598.5
ASUS NVIDIA GeForce GTX 1080 8 GB,139.98,Pre-Owned,ASUS,GeForce GTX 1080,8,84.8,Desktop,12082.5
ASUS NVIDIA GeForce GTX 1060 6 GB,60,Pre-Owned,ASUS,GeForce GTX 1060,6,83.92,Desktop,8845
NVIDIA NVIDIA GeForce RTX 3080 10 GB,1199,Brand New,NVIDIA,GeForce RTX 3080,10,77.66,Desktop,17441.5
MSI NVIDIA GeForce GTX 1050 Ti 4 GB,119.99,Brand New,MSI,GeForce GTX 1050 Ti,4,84.18,Desktop,6412
EVGA NVIDIA GeForce RTX 2080 8 GB,187.5,Pre-Owned,EVGA,GeForce RTX 2080,8,74.93,Desktop,13951
EVGA NVIDIA GeForce RTX 3080 10 GB,499.99,Pre-Owned,EVGA,GeForce RTX 3080,10,77.66,Desktop,17441.5
ZOTAC NVIDIA GeForce GTX 1660 6 GB,100,Pre-Owned,ZOTAC,GeForce GTX 1660,6,97.46,Desktop,9827.5
ASUS NVIDIA GeForce RTX 3060 12 GB,224.1,Pre-Owned,ASUS,GeForce RTX 3060,12,99.76,Desktop,13234
PNY NVIDIA GeForce GTX 1660 6 GB,100,Pre-Owned,PNY,GeForce GTX 1660,6,97.46,Desktop,9827.5
ZOTAC NVIDIA GeForce RTX 3070 Ti 8 GB,295,Pre-Owned,ZOTAC,GeForce RTX 3070 Ti,8,80.58,Desktop,16698.5
ZOTAC NVIDIA GeForce RTX 3060 Ti 8 GB,228.5,Pre-Owned,ZOTAC,GeForce RTX 3060 Ti,8,101.03,Desktop,14908
GIGABYTE NVIDIA GeForce RTX 2080 Ti 11 GB,320,Pre-Owned,GIGABYTE,GeForce RTX 2080 Ti,11,87.18,Desktop,15598
ZOTAC NVIDIA GeForce RTX 3080 Ti 12 GB,540,Pre-Owned,ZOTAC,GeForce RTX 3080 Ti,12,76.82,Desktop,18598.5
GIGABYTE NVIDIA GeForce RTX 3060 12 GB,251.5,Pre-Owned,GIGABYTE,GeForce RTX 3060,12,99.76,Desktop,13234
ASUS NVIDIA GeForce RTX 3060 Ti 8 GB,279.99,Pre-Owned,ASUS,GeForce RTX 3060 Ti,8,101.03,Desktop,14908
GIGABYTE NVIDIA GeForce RTX 3070 8 GB,255,Pre-Owned,GIGABYTE,GeForce RTX 3070,8,100.42,Desktop,15891.5
ZOTAC NVIDIA GeForce RTX 3060 Ti 8 GB,222.5,Pre-Owned,ZOTAC,GeForce RTX 3060 Ti,8,101.03,Desktop,14908
XFX AMD Radeon RX 6900 XT 16 GB,540,Pre-Owned,XFX,Radeon RX 6900 XT,16,84.86,Desktop,18239
ZOTAC NVIDIA GeForce RTX 3080 10 GB,365,Open Box,ZOTAC,GeForce RTX 3080,10,77.66,Desktop,17441.5
ASUS NVIDIA GeForce RTX 3060 12 GB,275,Open Box,ASUS,GeForce RTX 3060,12,99.76,Desktop,13234
ASUS NVIDIA GeForce RTX 3080 Ti 12 GB,1200,Pre-Owned,ASUS,GeForce RTX 3080 Ti,12,76.82,Desktop,18598.5
